Date,City,Country,% Change In Waze Driven Miles/KMs
"May 3, 2021",New York,United States,0
"May 3, 2021",London,United Kingdom,0.03
"May 3, 2021",Sao Paulo,Brazil,0.04
"May 3, 2021",Prague,Czechia,0.09
"May 2, 2021",San Francisco,United States,-0.37
"May 2, 2021",Paris,France,-0.36
"May 2, 2021",Sao Paulo,Brazil,-0.11
"May 2, 2021",London,United Kingdom,-0.08
"May 2, 2021",New York,United States,0
"May 2, 2021",Prague,Czechia,0.05
"May 1, 2021",San Francisco,United States,-0.45
"May 1, 2021",Paris,France,-0.45
"May 1, 2021",Sao Paulo,Brazil,-0.19
"May 1, 2021",Prague,Czechia,-0.13
"May 1, 2021",New York,United States,-0.05
"May 1, 2021",London,United Kingdom,0
"Apr 30, 2021",San Francisco,United States,-0.48
"Apr 30, 2021",Paris,France,-0.26
"Apr 30, 2021",Sao Paulo,Brazil,-0.16
"Apr 30, 2021",New York,United States,-0.04
"Apr 30, 2021",Prague,Czechia,0.04
"Apr 30, 2021",London,United Kingdom,0.07
"Apr 29, 2021",San Francisco,United States,-0.41
"Apr 29, 2021",Paris,France,-0.25
"Apr 29, 2021",Sao Paulo,Brazil,-0.2
"Apr 29, 2021",London,United Kingdom,-0.01
"Apr 29, 2021",New York,United States,-0.01
"Apr 29, 2021",Prague,Czechia,0.03
"Apr 28, 2021",San Francisco,United States,-0.47
"Apr 28, 2021",Sao Paulo,Brazil,-0.21
"Apr 28, 2021",Paris,France,-0.17
"Apr 28, 2021",New York,United States,0.01
"Apr 28, 2021",London,United Kingdom,0.01
"Apr 28, 2021",Prague,Czechia,0.05
"Apr 27, 2021",San Francisco,United States,-0.48
"Apr 27, 2021",Paris,France,-0.22
"Apr 27, 2021",Sao Paulo,Brazil,-0.12
"Apr 27, 2021",New York,United States,-0.06
"Apr 27, 2021",London,United Kingdom,0.01
"Apr 27, 2021",Prague,Czechia,0.06
"Apr 26, 2021",San Francisco,United States,-0.45
"Apr 26, 2021",Paris,France,-0.21
"Apr 26, 2021",New York,United States,-0.04
"Apr 26, 2021",London,United Kingdom,-0.03
"Apr 26, 2021",Sao Paulo,Brazil,-0.01
"Apr 26, 2021",Prague,Czechia,0.06
"Apr 25, 2021",San Francisco,United States,-0.4
"Apr 25, 2021",Paris,France,-0.26
"Apr 25, 2021",Sao Paulo,Brazil,-0.16
"Apr 25, 2021",London,United Kingdom,-0.12
"Apr 25, 2021",New York,United States,-0.04
"Apr 25, 2021",Prague,Czechia,0.1
"Apr 24, 2021",San Francisco,United States,-0.41
"Apr 24, 2021",Paris,France,-0.37
"Apr 24, 2021",Sao Paulo,Brazil,-0.21
"Apr 24, 2021",Prague,Czechia,-0.09
"Apr 24, 2021",New York,United States,-0.03
"Apr 24, 2021",London,United Kingdom,-0.01
"Apr 23, 2021",San Francisco,United States,-0.5
"Apr 23, 2021",Paris,France,-0.29
"Apr 23, 2021",Sao Paulo,Brazil,-0.21
"Apr 23, 2021",New York,United States,-0.08
"Apr 23, 2021",London,United Kingdom,0
"Apr 23, 2021",Prague,Czechia,0
"Apr 22, 2021",San Francisco,United States,-0.46
"Apr 22, 2021",Paris,France,-0.23
"Apr 22, 2021",Sao Paulo,Brazil,-0.22
"Apr 22, 2021",New York,United States,-0.05
"Apr 22, 2021",London,United Kingdom,-0.02
"Apr 22, 2021",Prague,Czechia,0.04
"Apr 21, 2021",San Francisco,United States,-0.43
"Apr 21, 2021",Sao Paulo,Brazil,-0.43
"Apr 21, 2021",Paris,France,-0.22
"Apr 21, 2021",New York,United States,-0.01
"Apr 21, 2021",London,United Kingdom,0
"Apr 21, 2021",Prague,Czechia,0.07
"Apr 20, 2021",San Francisco,United States,-0.5
"Apr 20, 2021",Paris,France,-0.22
"Apr 20, 2021",Sao Paulo,Brazil,-0.12
"Apr 20, 2021",New York,United States,-0.05
"Apr 20, 2021",London,United Kingdom,-0.03
"Apr 20, 2021",Prague,Czechia,0.04
"Apr 19, 2021",San Francisco,United States,-0.35
"Apr 19, 2021",Paris,France,-0.25
"Apr 19, 2021",Sao Paulo,Brazil,-0.07
"Apr 19, 2021",Prague,Czechia,-0.03
"Apr 19, 2021",New York,United States,-0.02
"Apr 19, 2021",London,United Kingdom,-0.01
"Apr 18, 2021",Paris,France,-0.48
"Apr 18, 2021",San Francisco,United States,-0.35
"Apr 18, 2021",Sao Paulo,Brazil,-0.25
"Apr 18, 2021",London,United Kingdom,-0.07
"Apr 18, 2021",Prague,Czechia,-0.05
"Apr 18, 2021",New York,United States,-0.04
"Apr 17, 2021",Paris,France,-0.47
"Apr 17, 2021",San Francisco,United States,-0.39
"Apr 17, 2021",Sao Paulo,Brazil,-0.28
"Apr 17, 2021",Prague,Czechia,-0.13
"Apr 17, 2021",New York,United States,-0.08
"Apr 17, 2021",London,United Kingdom,-0.01
"Apr 16, 2021",San Francisco,United States,-0.47
"Apr 16, 2021",Paris,France,-0.31
"Apr 16, 2021",Sao Paulo,Brazil,-0.23
"Apr 16, 2021",New York,United States,-0.1
"Apr 16, 2021",Prague,Czechia,-0.06
"Apr 16, 2021",London,United Kingdom,-0.01
"Apr 15, 2021",San Francisco,United States,-0.41
"Apr 15, 2021",Sao Paulo,Brazil,-0.27
"Apr 15, 2021",Paris,France,-0.25
"Apr 15, 2021",New York,United States,-0.07
"Apr 15, 2021",Prague,Czechia,-0.04
"Apr 15, 2021",London,United Kingdom,-0.03
"Apr 14, 2021",San Francisco,United States,-0.45
"Apr 14, 2021",Sao Paulo,Brazil,-0.27
"Apr 14, 2021",Paris,France,-0.23
"Apr 14, 2021",London,United Kingdom,-0.01
"Apr 14, 2021",Prague,Czechia,-0.01
"Apr 14, 2021",New York,United States,-0.01
"Apr 13, 2021",San Francisco,United States,-0.48
"Apr 13, 2021",Paris,France,-0.23
"Apr 13, 2021",Sao Paulo,Brazil,-0.19
"Apr 13, 2021",New York,United States,-0.07
"Apr 13, 2021",London,United Kingdom,-0.01
"Apr 13, 2021",Prague,Czechia,0
"Apr 12, 2021",San Francisco,United States,-0.37
"Apr 12, 2021",Paris,France,-0.23
"Apr 12, 2021",Sao Paulo,Brazil,-0.1
"Apr 12, 2021",New York,United States,-0.07
"Apr 12, 2021",London,United Kingdom,0.01
"Apr 12, 2021",Prague,Czechia,0.02
"Apr 11, 2021",Paris,France,-0.49
"Apr 11, 2021",San Francisco,United States,-0.41
"Apr 11, 2021",Sao Paulo,Brazil,-0.29
"Apr 11, 2021",London,United Kingdom,-0.25
"Apr 11, 2021",Prague,Czechia,-0.23
"Apr 11, 2021",New York,United States,-0.07
"Apr 10, 2021",Paris,France,-0.47
"Apr 10, 2021",Prague,Czechia,-0.36
"Apr 10, 2021",San Francisco,United States,-0.36
"Apr 10, 2021",Sao Paulo,Brazil,-0.29
"Apr 10, 2021",London,United Kingdom,-0.2
"Apr 10, 2021",New York,United States,-0.07
"Apr 9, 2021",San Francisco,United States,-0.35
"Apr 9, 2021",Paris,France,-0.32
"Apr 9, 2021",Sao Paulo,Brazil,-0.26
"Apr 9, 2021",Prague,Czechia,-0.15
"Apr 9, 2021",London,United Kingdom,-0.08
"Apr 9, 2021",New York,United States,-0.06
"Apr 8, 2021",San Francisco,United States,-0.46
"Apr 8, 2021",Sao Paulo,Brazil,-0.3
"Apr 8, 2021",Paris,France,-0.26
"Apr 8, 2021",Prague,Czechia,-0.15
"Apr 8, 2021",London,United Kingdom,-0.1
"Apr 8, 2021",New York,United States,-0.02
"Apr 7, 2021",San Francisco,United States,-0.48
"Apr 7, 2021",Sao Paulo,Brazil,-0.31
"Apr 7, 2021",Paris,France,-0.21
"Apr 7, 2021",Prague,Czechia,-0.16
"Apr 7, 2021",London,United Kingdom,-0.08
"Apr 7, 2021",New York,United States,0
"Apr 6, 2021",San Francisco,United States,-0.51
"Apr 6, 2021",Sao Paulo,Brazil,-0.23
"Apr 6, 2021",Paris,France,-0.19
"Apr 6, 2021",Prague,Czechia,-0.08
"Apr 6, 2021",London,United Kingdom,-0.06
"Apr 6, 2021",New York,United States,-0.04
"Apr 5, 2021",Prague,Czechia,-0.4
"Apr 5, 2021",San Francisco,United States,-0.33
"Apr 5, 2021",London,United Kingdom,-0.16
"Apr 5, 2021",Paris,France,-0.15
"Apr 5, 2021",Sao Paulo,Brazil,-0.11
"Apr 5, 2021",New York,United States,0.06
"Apr 4, 2021",Paris,France,-0.55
"Apr 4, 2021",Prague,Czechia,-0.46
"Apr 4, 2021",San Francisco,United States,-0.43
"Apr 4, 2021",Sao Paulo,Brazil,-0.24
"Apr 4, 2021",London,United Kingdom,-0.23
"Apr 4, 2021",New York,United States,-0.11
"Apr 3, 2021",Paris,France,-0.46
"Apr 3, 2021",San Francisco,United States,-0.43
"Apr 3, 2021",Prague,Czechia,-0.42
"Apr 3, 2021",Sao Paulo,Brazil,-0.41
"Apr 3, 2021",London,United Kingdom,-0.23
"Apr 3, 2021",New York,United States,-0.09
"Apr 2, 2021",Sao Paulo,Brazil,-0.54
"Apr 2, 2021",Prague,Czechia,-0.49
"Apr 2, 2021",San Francisco,United States,-0.4
"Apr 2, 2021",Paris,France,-0.33
"Apr 2, 2021",London,United Kingdom,-0.2
"Apr 2, 2021",New York,United States,-0.08
"Apr 1, 2021",San Francisco,United States,-0.42
"Apr 1, 2021",Sao Paulo,Brazil,-0.33
"Apr 1, 2021",Paris,France,-0.21
"Apr 1, 2021",Prague,Czechia,-0.1
"Apr 1, 2021",New York,United States,-0.05
"Apr 1, 2021",London,United Kingdom,0.01
"Mar 31, 2021",San Francisco,United States,-0.41
"Mar 31, 2021",Sao Paulo,Brazil,-0.36
"Mar 31, 2021",Paris,France,-0.19
"Mar 31, 2021",Prague,Czechia,-0.13
"Mar 31, 2021",New York,United States,-0.01
"Mar 31, 2021",London,United Kingdom,0
"Mar 30, 2021",San Francisco,United States,-0.4
"Mar 30, 2021",Sao Paulo,Brazil,-0.32
"Mar 30, 2021",Paris,France,-0.21
"Mar 30, 2021",Prague,Czechia,-0.16
"Mar 30, 2021",New York,United States,-0.06
"Mar 30, 2021",London,United Kingdom,-0.02
"Mar 29, 2021",San Francisco,United States,-0.29
"Mar 29, 2021",Sao Paulo,Brazil,-0.27
"Mar 29, 2021",Paris,France,-0.24
"Mar 29, 2021",Prague,Czechia,-0.17
"Mar 29, 2021",New York,United States,-0.15
"Mar 29, 2021",London,United Kingdom,-0.1
"Mar 28, 2021",Paris,France,-0.49
"Mar 28, 2021",Prague,Czechia,-0.42
"Mar 28, 2021",Sao Paulo,Brazil,-0.41
"Mar 28, 2021",San Francisco,United States,-0.38
"Mar 28, 2021",London,United Kingdom,-0.32
"Mar 28, 2021",New York,United States,-0.17
"Mar 27, 2021",Paris,France,-0.47
"Mar 27, 2021",San Francisco,United States,-0.41
"Mar 27, 2021",Prague,Czechia,-0.4
"Mar 27, 2021",Sao Paulo,Brazil,-0.39
"Mar 27, 2021",London,United Kingdom,-0.21
"Mar 27, 2021",New York,United States,-0.06
"Mar 26, 2021",San Francisco,United States,-0.44
"Mar 26, 2021",Sao Paulo,Brazil,-0.35
"Mar 26, 2021",Paris,France,-0.31
"Mar 26, 2021",Prague,Czechia,-0.22
"Mar 26, 2021",London,United Kingdom,-0.11
"Mar 26, 2021",New York,United States,-0.1
"Mar 25, 2021",San Francisco,United States,-0.43
"Mar 25, 2021",Sao Paulo,Brazil,-0.3
"Mar 25, 2021",Paris,France,-0.24
"Mar 25, 2021",Prague,Czechia,-0.2
"Mar 25, 2021",London,United Kingdom,-0.14
"Mar 25, 2021",New York,United States,-0.07
"Mar 24, 2021",San Francisco,United States,-0.5
"Mar 24, 2021",Sao Paulo,Brazil,-0.32
"Mar 24, 2021",Paris,France,-0.21
"Mar 24, 2021",Prague,Czechia,-0.18
"Mar 24, 2021",London,United Kingdom,-0.15
"Mar 24, 2021",New York,United States,-0.07
"Mar 23, 2021",San Francisco,United States,-0.48
"Mar 23, 2021",Sao Paulo,Brazil,-0.27
"Mar 23, 2021",Prague,Czechia,-0.24
"Mar 23, 2021",Paris,France,-0.23
"Mar 23, 2021",London,United Kingdom,-0.15
"Mar 23, 2021",New York,United States,-0.1
"Mar 22, 2021",San Francisco,United States,-0.37
"Mar 22, 2021",Paris,France,-0.22
"Mar 22, 2021",Prague,Czechia,-0.19
"Mar 22, 2021",Sao Paulo,Brazil,-0.16
"Mar 22, 2021",London,United Kingdom,-0.15
"Mar 22, 2021",New York,United States,-0.04
"Mar 21, 2021",Paris,France,-0.45
"Mar 21, 2021",Prague,Czechia,-0.43
"Mar 21, 2021",San Francisco,United States,-0.37
"Mar 21, 2021",Sao Paulo,Brazil,-0.36
"Mar 21, 2021",London,United Kingdom,-0.35
"Mar 21, 2021",New York,United States,-0.06
"Mar 20, 2021",Paris,France,-0.51
"Mar 20, 2021",San Francisco,United States,-0.45
"Mar 20, 2021",Prague,Czechia,-0.41
"Mar 20, 2021",Sao Paulo,Brazil,-0.35
"Mar 20, 2021",London,United Kingdom,-0.26
"Mar 20, 2021",New York,United States,-0.09
"Mar 19, 2021",San Francisco,United States,-0.47
"Mar 19, 2021",Sao Paulo,Brazil,-0.3
"Mar 19, 2021",Prague,Czechia,-0.27
"Mar 19, 2021",Paris,France,-0.21
"Mar 19, 2021",London,United Kingdom,-0.14
"Mar 19, 2021",New York,United States,-0.11
"Mar 18, 2021",San Francisco,United States,-0.45
"Mar 18, 2021",Sao Paulo,Brazil,-0.32
"Mar 18, 2021",Prague,Czechia,-0.27
"Mar 18, 2021",London,United Kingdom,-0.16
"Mar 18, 2021",Paris,France,-0.14
"Mar 18, 2021",New York,United States,-0.07
"Mar 17, 2021",San Francisco,United States,-0.49
"Mar 17, 2021",Sao Paulo,Brazil,-0.32
"Mar 17, 2021",Prague,Czechia,-0.25
"Mar 17, 2021",London,United Kingdom,-0.14
"Mar 17, 2021",Paris,France,-0.12
"Mar 17, 2021",New York,United States,-0.06
"Mar 16, 2021",San Francisco,United States,-0.52
"Mar 16, 2021",Prague,Czechia,-0.25
"Mar 16, 2021",Sao Paulo,Brazil,-0.24
"Mar 16, 2021",Paris,France,-0.14
"Mar 16, 2021",London,United Kingdom,-0.14
"Mar 16, 2021",New York,United States,-0.11
"Mar 15, 2021",San Francisco,United States,-0.4
"Mar 15, 2021",Prague,Czechia,-0.23
"Mar 15, 2021",London,United Kingdom,-0.16
"Mar 15, 2021",Paris,France,-0.13
"Mar 15, 2021",Sao Paulo,Brazil,-0.12
"Mar 15, 2021",New York,United States,-0.07
"Mar 14, 2021",Prague,Czechia,-0.46
"Mar 14, 2021",San Francisco,United States,-0.46
"Mar 14, 2021",London,United Kingdom,-0.33
"Mar 14, 2021",Paris,France,-0.32
"Mar 14, 2021",Sao Paulo,Brazil,-0.29
"Mar 14, 2021",New York,United States,-0.06
"Mar 13, 2021",San Francisco,United States,-0.49
"Mar 13, 2021",Prague,Czechia,-0.44
"Mar 13, 2021",Paris,France,-0.35
"Mar 13, 2021",Sao Paulo,Brazil,-0.31
"Mar 13, 2021",London,United Kingdom,-0.25
"Mar 13, 2021",New York,United States,-0.11
"Mar 12, 2021",San Francisco,United States,-0.36
"Mar 12, 2021",Prague,Czechia,-0.28
"Mar 12, 2021",Sao Paulo,Brazil,-0.23
"Mar 12, 2021",Paris,France,-0.23
"Mar 12, 2021",London,United Kingdom,-0.17
"Mar 12, 2021",New York,United States,-0.1
"Mar 11, 2021",San Francisco,United States,-0.49
"Mar 11, 2021",Prague,Czechia,-0.31
"Mar 11, 2021",Sao Paulo,Brazil,-0.26
"Mar 11, 2021",London,United Kingdom,-0.18
"Mar 11, 2021",Paris,France,-0.16
"Mar 11, 2021",New York,United States,-0.08
"Mar 10, 2021",San Francisco,United States,-0.63
"Mar 10, 2021",Prague,Czechia,-0.32
"Mar 10, 2021",Sao Paulo,Brazil,-0.25
"Mar 10, 2021",London,United Kingdom,-0.16
"Mar 10, 2021",Paris,France,-0.13
"Mar 10, 2021",New York,United States,-0.07
"Mar 9, 2021",San Francisco,United States,-0.57
"Mar 9, 2021",Prague,Czechia,-0.28
"Mar 9, 2021",Sao Paulo,Brazil,-0.16
"Mar 9, 2021",London,United Kingdom,-0.15
"Mar 9, 2021",Paris,France,-0.14
"Mar 9, 2021",New York,United States,-0.12
"Mar 8, 2021",San Francisco,United States,-0.41
"Mar 8, 2021",Prague,Czechia,-0.24
"Mar 8, 2021",London,United Kingdom,-0.17
"Mar 8, 2021",Paris,France,-0.14
"Mar 8, 2021",New York,United States,-0.08
"Mar 8, 2021",Sao Paulo,Brazil,-0.06
"Mar 7, 2021",San Francisco,United States,-0.48
"Mar 7, 2021",Prague,Czechia,-0.48
"Mar 7, 2021",London,United Kingdom,-0.38
"Mar 7, 2021",Paris,France,-0.29
"Mar 7, 2021",Sao Paulo,Brazil,-0.26
"Mar 7, 2021",New York,United States,-0.15
"Mar 6, 2021",San Francisco,United States,-0.46
"Mar 6, 2021",Prague,Czechia,-0.41
"Mar 6, 2021",Paris,France,-0.32
"Mar 6, 2021",London,United Kingdom,-0.28
"Mar 6, 2021",Sao Paulo,Brazil,-0.22
"Mar 6, 2021",New York,United States,-0.16
"Mar 5, 2021",San Francisco,United States,-0.6
"Mar 5, 2021",Prague,Czechia,-0.31
"Mar 5, 2021",Paris,France,-0.22
"Mar 5, 2021",London,United Kingdom,-0.2
"Mar 5, 2021",New York,United States,-0.14
"Mar 5, 2021",Sao Paulo,Brazil,-0.09
"Mar 4, 2021",San Francisco,United States,-0.54
"Mar 4, 2021",Prague,Czechia,-0.35
"Mar 4, 2021",London,United Kingdom,-0.22
"Mar 4, 2021",Paris,France,-0.15
"Mar 4, 2021",Sao Paulo,Brazil,-0.14
"Mar 4, 2021",New York,United States,-0.1
"Mar 3, 2021",San Francisco,United States,-0.47
"Mar 3, 2021",Prague,Czechia,-0.29
"Mar 3, 2021",London,United Kingdom,-0.19
"Mar 3, 2021",Sao Paulo,Brazil,-0.14
"Mar 3, 2021",Paris,France,-0.13
"Mar 3, 2021",New York,United States,-0.1
"Mar 2, 2021",San Francisco,United States,-0.53
"Mar 2, 2021",Prague,Czechia,-0.28
"Mar 2, 2021",London,United Kingdom,-0.21
"Mar 2, 2021",Paris,France,-0.15
"Mar 2, 2021",New York,United States,-0.15
"Mar 2, 2021",Sao Paulo,Brazil,-0.04
"Mar 1, 2021",San Francisco,United States,-0.4
"Mar 1, 2021",Prague,Czechia,-0.28
"Mar 1, 2021",London,United Kingdom,-0.21
"Mar 1, 2021",New York,United States,-0.12
"Mar 1, 2021",Paris,France,-0.12
"Mar 1, 2021",Sao Paulo,Brazil,0.07
"Feb 28, 2021",San Francisco,United States,-0.45
"Feb 28, 2021",London,United Kingdom,-0.39
"Feb 28, 2021",New York,United States,-0.18
"Feb 28, 2021",Paris,France,-0.13
"Feb 28, 2021",Prague,Czechia,-0.07
"Feb 28, 2021",Sao Paulo,Brazil,-0.06
"Feb 27, 2021",San Francisco,United States,-0.48
"Feb 27, 2021",London,United Kingdom,-0.27
"Feb 27, 2021",Prague,Czechia,-0.24
"Feb 27, 2021",Paris,France,-0.23
"Feb 27, 2021",New York,United States,-0.18
"Feb 27, 2021",Sao Paulo,Brazil,-0.09
"Feb 26, 2021",San Francisco,United States,-0.52
"Feb 26, 2021",Paris,France,-0.22
"Feb 26, 2021",London,United Kingdom,-0.21
"Feb 26, 2021",Prague,Czechia,-0.18
"Feb 26, 2021",New York,United States,-0.15
"Feb 26, 2021",Sao Paulo,Brazil,-0.1
"Feb 25, 2021",San Francisco,United States,-0.46
"Feb 25, 2021",London,United Kingdom,-0.24
"Feb 25, 2021",Prague,Czechia,-0.17
"Feb 25, 2021",Paris,France,-0.17
"Feb 25, 2021",Sao Paulo,Brazil,-0.13
"Feb 25, 2021",New York,United States,-0.12
"Feb 24, 2021",San Francisco,United States,-0.45
"Feb 24, 2021",London,United Kingdom,-0.22
"Feb 24, 2021",Prague,Czechia,-0.15
"Feb 24, 2021",Paris,France,-0.13
"Feb 24, 2021",Sao Paulo,Brazil,-0.11
"Feb 24, 2021",New York,United States,-0.11
"Feb 23, 2021",San Francisco,United States,-0.54
"Feb 23, 2021",London,United Kingdom,-0.22
"Feb 23, 2021",Paris,France,-0.2
"Feb 23, 2021",New York,United States,-0.18
"Feb 23, 2021",Prague,Czechia,-0.16
"Feb 23, 2021",Sao Paulo,Brazil,-0.02
"Feb 22, 2021",San Francisco,United States,-0.43
"Feb 22, 2021",London,United Kingdom,-0.25
"Feb 22, 2021",New York,United States,-0.16
"Feb 22, 2021",Prague,Czechia,-0.16
"Feb 22, 2021",Paris,France,-0.14
"Feb 22, 2021",Sao Paulo,Brazil,0.13
"Feb 21, 2021",San Francisco,United States,-0.48
"Feb 21, 2021",London,United Kingdom,-0.43
"Feb 21, 2021",Paris,France,-0.27
"Feb 21, 2021",New York,United States,-0.22
"Feb 21, 2021",Prague,Czechia,-0.17
"Feb 21, 2021",Sao Paulo,Brazil,-0.01
"Feb 20, 2021",San Francisco,United States,-0.51
"Feb 20, 2021",London,United Kingdom,-0.34
"Feb 20, 2021",Paris,France,-0.32
"Feb 20, 2021",New York,United States,-0.27
"Feb 20, 2021",Prague,Czechia,-0.26
"Feb 20, 2021",Sao Paulo,Brazil,-0.07
"Feb 19, 2021",San Francisco,United States,-0.46
"Feb 19, 2021",New York,United States,-0.4
"Feb 19, 2021",Paris,France,-0.26
"Feb 19, 2021",London,United Kingdom,-0.23
"Feb 19, 2021",Prague,Czechia,-0.17
"Feb 19, 2021",Sao Paulo,Brazil,-0.11
"Feb 18, 2021",San Francisco,United States,-0.55
"Feb 18, 2021",New York,United States,-0.34
"Feb 18, 2021",London,United Kingdom,-0.25
"Feb 18, 2021",Paris,France,-0.21
"Feb 18, 2021",Prague,Czechia,-0.15
"Feb 18, 2021",Sao Paulo,Brazil,-0.13
"Feb 17, 2021",San Francisco,United States,-0.38
"Feb 17, 2021",London,United Kingdom,-0.21
"Feb 17, 2021",Prague,Czechia,-0.16
"Feb 17, 2021",Paris,France,-0.16
"Feb 17, 2021",New York,United States,-0.11
"Feb 17, 2021",Sao Paulo,Brazil,-0.08
"Feb 16, 2021",San Francisco,United States,-0.49
"Feb 16, 2021",London,United Kingdom,-0.22
"Feb 16, 2021",Paris,France,-0.18
"Feb 16, 2021",New York,United States,-0.17
"Feb 16, 2021",Prague,Czechia,-0.13
"Feb 16, 2021",Sao Paulo,Brazil,-0.06
"Feb 15, 2021",San Francisco,United States,-0.48
"Feb 15, 2021",London,United Kingdom,-0.22
"Feb 15, 2021",Paris,France,-0.18
"Feb 15, 2021",Prague,Czechia,-0.17
"Feb 15, 2021",New York,United States,-0.17
"Feb 15, 2021",Sao Paulo,Brazil,-0.01
"Feb 14, 2021",London,United Kingdom,-0.42
"Feb 14, 2021",San Francisco,United States,-0.41
"Feb 14, 2021",Paris,France,-0.35
"Feb 14, 2021",New York,United States,-0.26
"Feb 14, 2021",Prague,Czechia,-0.18
"Feb 14, 2021",Sao Paulo,Brazil,-0.14
"Feb 13, 2021",San Francisco,United States,-0.45
"Feb 13, 2021",London,United Kingdom,-0.35
"Feb 13, 2021",Paris,France,-0.34
"Feb 13, 2021",Prague,Czechia,-0.29
"Feb 13, 2021",New York,United States,-0.21
"Feb 13, 2021",Sao Paulo,Brazil,-0.13
"Feb 12, 2021",San Francisco,United States,-0.5
"Feb 12, 2021",Paris,France,-0.26
"Feb 12, 2021",London,United Kingdom,-0.25
"Feb 12, 2021",New York,United States,-0.21
"Feb 12, 2021",Prague,Czechia,-0.19
"Feb 12, 2021",Sao Paulo,Brazil,-0.1
"Feb 11, 2021",San Francisco,United States,-0.51
"Feb 11, 2021",London,United Kingdom,-0.29
"Feb 11, 2021",Prague,Czechia,-0.19
"Feb 11, 2021",Paris,France,-0.19
"Feb 11, 2021",New York,United States,-0.17
"Feb 11, 2021",Sao Paulo,Brazil,-0.11
"Feb 10, 2021",San Francisco,United States,-0.5
"Feb 10, 2021",London,United Kingdom,-0.28
"Feb 10, 2021",Paris,France,-0.27
"Feb 10, 2021",New York,United States,-0.16
"Feb 10, 2021",Sao Paulo,Brazil,-0.11
"Feb 10, 2021",Prague,Czechia,-0.1
"Feb 9, 2021",San Francisco,United States,-0.59
"Feb 9, 2021",London,United Kingdom,-0.3
"Feb 9, 2021",Paris,France,-0.21
"Feb 9, 2021",New York,United States,-0.21
"Feb 9, 2021",Prague,Czechia,-0.14
"Feb 9, 2021",Sao Paulo,Brazil,-0.02
"Feb 8, 2021",San Francisco,United States,-0.46
"Feb 8, 2021",London,United Kingdom,-0.31
"Feb 8, 2021",New York,United States,-0.25
"Feb 8, 2021",Prague,Czechia,-0.19
"Feb 8, 2021",Paris,France,-0.18
"Feb 8, 2021",Sao Paulo,Brazil,0.13
"Feb 7, 2021",London,United Kingdom,-0.52
"Feb 7, 2021",San Francisco,United States,-0.47
"Feb 7, 2021",New York,United States,-0.37
"Feb 7, 2021",Paris,France,-0.36
"Feb 7, 2021",Prague,Czechia,-0.23
"Feb 7, 2021",Sao Paulo,Brazil,-0.05
"Feb 6, 2021",San Francisco,United States,-0.5
"Feb 6, 2021",London,United Kingdom,-0.4
"Feb 6, 2021",Paris,France,-0.38
"Feb 6, 2021",Prague,Czechia,-0.33
"Feb 6, 2021",New York,United States,-0.23
"Feb 6, 2021",Sao Paulo,Brazil,-0.09
"Feb 5, 2021",San Francisco,United States,-0.51
"Feb 5, 2021",London,United Kingdom,-0.28
"Feb 5, 2021",Paris,France,-0.25
"Feb 5, 2021",New York,United States,-0.2
"Feb 5, 2021",Prague,Czechia,-0.19
"Feb 5, 2021",Sao Paulo,Brazil,-0.1
"Feb 4, 2021",San Francisco,United States,-0.55
"Feb 4, 2021",London,United Kingdom,-0.28
"Feb 4, 2021",New York,United States,-0.21
"Feb 4, 2021",Paris,France,-0.2
"Feb 4, 2021",Prague,Czechia,-0.18
"Feb 4, 2021",Sao Paulo,Brazil,-0.14
"Feb 3, 2021",San Francisco,United States,-0.58
"Feb 3, 2021",London,United Kingdom,-0.32
"Feb 3, 2021",New York,United States,-0.27
"Feb 3, 2021",Prague,Czechia,-0.19
"Feb 3, 2021",Paris,France,-0.19
"Feb 3, 2021",Sao Paulo,Brazil,-0.14
"Feb 2, 2021",New York,United States,-0.67
"Feb 2, 2021",San Francisco,United States,-0.56
"Feb 2, 2021",London,United Kingdom,-0.29
"Feb 2, 2021",Paris,France,-0.2
"Feb 2, 2021",Prague,Czechia,-0.17
"Feb 2, 2021",Sao Paulo,Brazil,-0.06
"Feb 1, 2021",New York,United States,-0.65
"Feb 1, 2021",San Francisco,United States,-0.58
"Feb 1, 2021",London,United Kingdom,-0.29
"Feb 1, 2021",Paris,France,-0.2
"Feb 1, 2021",Prague,Czechia,-0.12
"Feb 1, 2021",Sao Paulo,Brazil,0.08
"Jan 31, 2021",San Francisco,United States,-0.58
"Jan 31, 2021",London,United Kingdom,-0.5
"Jan 31, 2021",Paris,France,-0.34
"Jan 31, 2021",New York,United States,-0.2
"Jan 31, 2021",Sao Paulo,Brazil,-0.11
"Jan 31, 2021",Prague,Czechia,-0.06
"Jan 30, 2021",San Francisco,United States,-0.52
"Jan 30, 2021",London,United Kingdom,-0.42
"Jan 30, 2021",Paris,France,-0.36
"Jan 30, 2021",Prague,Czechia,-0.32
"Jan 30, 2021",New York,United States,-0.24
"Jan 30, 2021",Sao Paulo,Brazil,-0.19
"Jan 29, 2021",San Francisco,United States,-0.57
"Jan 29, 2021",London,United Kingdom,-0.29
"Jan 29, 2021",Paris,France,-0.25
"Jan 29, 2021",Prague,Czechia,-0.19
"Jan 29, 2021",New York,United States,-0.18
"Jan 29, 2021",Sao Paulo,Brazil,-0.12
"Jan 28, 2021",San Francisco,United States,-0.6
